entity,entity_type,frequency,doc_id
academicians,NORP,2,"['RG_9_8_155', 'RG_9_8_155']"
willis reed,PERSON,2,"['RG_9_8_52', 'RG_9_8_52']"
wnbc public affairs,ORG,2,"['RG_9_8_55', 'RG_9_8_148']"
wnbc radio,ORG,2,"['RG_9_8_148', 'RG_9_8_148']"
woodie king,PERSON,2,"['RG_9_8_134', 'RG_9_8_134']"
world war two,EVENT,2,"['RG_9_8_204', 'RG_9_8_148']"
149th street,LOC,2,['RG_9_8_182']
149th street,FAC,2,['RG_9_8_182']
137th street,FAC,2,"['RG_9_8_187', 'RG_9_8_187']"
135th street,FAC,2,"['RG_9_8_111', 'RG_9_8_111']"
ywca,ORG,2,"['RG_9_8_26', 'RG_9_8_26']"
virginia capers,PERSON,2,['RG_9_8_134']
attica,GPE,2,['RG_9_8_114']
time on the cross,WORK_OF_ART,2,"['RG_9_8_115', 'RG_9_8_115']"
umberto cintron,PERSON,2,['RG_9_8_101']
bliss,NORP,2,['RG_9_8_69']
bliss,GPE,2,['RG_9_8_69']
"black, brown and beige",WORK_OF_ART,2,"['RG_9_8_106', 'RG_9_8_106']"
black theater,FAC,2,"['RG_9_8_187', 'RG_9_8_134']"
tom,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
black patty,PERSON,2,"['RG_9_8_69', 'RG_9_8_69']"
tom o'horgan,PERSON,2,"['RG_9_8_58', 'RG9-8_ref4324']"
black journal,ORG,2,"['RG_9_8_101', 'RG_9_8_101']"
trenton,GPE,2,"['RG_9_8_209', 'RG_9_8_118']"
bill alston,PERSON,2,"['RG_9_8_144', 'RG_9_8_144']"
two centuries of black american art,EVENT,2,['RG_9_8_132']
two centuries of black american art,WORK_OF_ART,2,['RG_9_8_132']
umberto cintron,ORG,2,['RG_9_8_101']
benny,PERSON,2,"['RG_9_8_207', 'RG_9_8_207']"
ben webster,PERSON,2,"['RG_9_8_208', 'RG_9_8_98']"
attica,LOC,2,['RG_9_8_114']
umberto cintron of realidad,ORG,2,"['RG_9_8_101', 'RG_9_8_101']"
bear bryant,PERSON,2,['RG_9_8_204']
bear bryant,ORG,2,['RG_9_8_204']
basil,PERSON,2,"['RG_9_8_209', 'RG_9_8_209']"
basie,PERSON,2,"['RG_9_8_106', 'RG_9_8_208']"
baraka,PERSON,2,"['RG_9_8_118', 'RG9-8_ref4324']"
urban affairs,ORG,2,"['RG_9_8_204', 'RG_9_8_204']"
baltimore,GPE,2,"['RG_9_8_132', 'RG_9_8_132']"
us,GPE,2,"['RG_9_8_148', 'RG_9_8_187']"
valerie maynard,PERSON,2,"['RG_9_8_42', 'RG_9_8_42']"
b.a.,GPE,2,"['RG_9_8_155', 'RG_9_8_155']"
vatican,FAC,2,"['RG_9_8_208', 'RG_9_8_58']"
vernon jordan,PERSON,2,"['RG_9_8_204', 'RG_9_8_204']"
autherine lucy,PERSON,2,"['RG_9_8_204', 'RG_9_8_204']"
dom mchale,PERSON,2,"['RG_9_8_114', 'RG_9_8_114']"
phd,WORK_OF_ART,2,"['RG_9_8_106', 'RG_9_8_155']"
the just above midtown gallery,FAC,2,['RG_9_8_42']
the left bank,ORG,2,"['RG_9_8_58', 'RG_9_8_58']"
the jesse smith noyes foundation,ORG,2,"['RG_9_8_52', 'RG_9_8_52']"
duncanson,ORG,2,['RG_9_8_132']
eubie blake,PERSON,2,"['RG_9_8_106', 'RG_9_8_125']"
the harlem boys club,ORG,2,"['RG_9_8_26', 'RG_9_8_26']"
duncanson,PERSON,2,['RG_9_8_132']
florida,GPE,2,"['RG_9_8_52', 'RG_9_8_85']"
dutch,NORP,2,"['RG_9_8_70', 'RG_9_8_67']"
eastland,ORG,2,['RG_9_8_209']
the lily foundation,ORG,2,"['RG_9_8_89', 'RG_9_8_89']"
eastman kodak,ORG,2,"['RG_9_8_40', 'RG_9_8_40']"
florence mills,PERSON,2,['RG_9_8_125']
the long island courier,LOC,2,"['RG_9_8_144', 'RG_9_8_144']"
edward albee,PERSON,2,"['RG_9_8_134', 'RG_9_8_134']"
essence,ORG,2,"['RG_9_8_39', 'RG_9_8_70']"
eastland,PERSON,2,['RG_9_8_209']
ed koch,PERSON,2,"['RG9-8_ref4328', 'RG_9_8_204']"
dunbar,PERSON,2,"['RG9-8_ref4330', 'RG9-8_ref4330']"
the just above midtown gallery,WORK_OF_ART,2,['RG_9_8_42']
florence mills,ORG,2,['RG_9_8_125']
the los angeles county museum,ORG,2,"['RG_9_8_132', 'RG_9_8_132']"
duke ellington's,ORG,2,"['RG_9_8_106', 'RG_9_8_106']"
eugene,GPE,2,"['RG_9_8_56', 'RG_9_8_56']"
eugene genovese's,PERSON,2,"['RG_9_8_115', 'RG_9_8_115']"
et cetera,PERSON,2,"['RG_9_8_111', 'RG_9_8_82']"
the industrial revolution,EVENT,1,['RG_9_8_115']
rolls royce,PRODUCT,1,['RG_9_8_56']
urayoán,ORG,1,['RG_9_8_97']
uptown stevie,WORK_OF_ART,1,['RG_9_8_121']
uncle roy,PERSON,1,['RG_9_8_204']
uptown,ORG,1,['RG_9_8_69']
the east bronx community council,ORG,1,['RG_9_8_207']
university of massachusetts,ORG,1,['RG_9_8_67']
university of alabama,ORG,1,['RG_9_8_148']
royal garden blues,WORK_OF_ART,1,['RG_9_8_106']
roscoe brown jr.,PERSON,1,['RG_9_8_208']
the inner city broadcasting group,ORG,1,['RG_9_8_78']
united ways,ORG,1,['RG_9_8_89']
"romare, bearden",ORG,1,['RG_9_8_132']
uncle tom,PERSON,1,['RG_9_8_101']
royal box,FAC,1,['RG_9_8_207']
roseland,GPE,1,['RG_9_8_106']
rose murphy,PERSON,1,['RG_9_8_207']
roscoe c brown,PERSON,1,['RG_9_8_148']
romi,GPE,1,['RG_9_8_132']
the east river players,LOC,1,['RG_9_8_187']
united nations,ORG,1,['RG_9_8_133']
the ibm corporation,ORG,1,['RG9-8_ref4329']
uncle,GPE,1,['RG_9_8_121']
umh,NORP,1,['RG9-8_ref4329']
united freedom cultural train,ORG,1,['RG_9_8_201']
the human resources administration,ORG,1,['RG9-8_ref4329']
the eastern seaboard,LOC,1,['RG_9_8_182']
urban services,ORG,1,['RG_9_8_26']
roll morton,PERSON,1,['RG_9_8_98']
the eastern star,ORG,1,['RG_9_8_144']
rochester avenue,FAC,1,['RG_9_8_70']
the employment service division,ORG,1,['RG9-8_ref4329']
the hub,LOC,1,['RG_9_8_182']
roberto clemente,PERSON,1,['RG9-8_ref4328']
roberta flack,PERSON,1,['RG_9_8_186']
vesey,PERSON,1,['RG_9_8_115']
robert patrick,PERSON,1,['RG9-8_ref4324']
the episcopal mission society,ORG,1,['RG9-8_ref4329']
vic miles,PERSON,1,['RG9-8_ref4330']
victor hernández cruz,PERSON,1,['RG_9_8_97']
robert earl,PERSON,1,['RG9-8_ref4330']
vietnam,GPE,1,['RG_9_8_39']
vincent smith,PERSON,1,['RG_9_8_132']
viney burrows,PERSON,1,['RG_9_8_187']
vinnette carroll,PERSON,1,['RG_9_8_187']
rockaways,GPE,1,['RG9-8_ref4328']
venezuela,GPE,1,['RG_9_8_101']
vaudeville,PERSON,1,['RG9-8_ref4330']
russ thompson,PERSON,1,['RG_9_8_42']
urban affairs columnist,ORG,1,['RG_9_8_204']
roho,ORG,1,['RG_9_8_42']
urban arts core,ORG,1,['RG_9_8_187']
roger starr,PERSON,1,['RG_9_8_182']
roger star,PERSON,1,['RG_9_8_204']
roger glenn,PERSON,1,['RG_9_8_208']
the editorial board of the times,ORG,1,['RG_9_8_204']
the hudson river school of landscape,ORG,1,['RG_9_8_132']
usa,GPE,1,['RG_9_8_209']
valerie,PERSON,1,['RG_9_8_42']
rod rodgers dance company,ORG,1,['RG_9_8_114']
the elections commission,ORG,1,['RG_9_8_94']
rod rodgers dance,ORG,1,['RG_9_8_114']
van cortlandt park,GPE,1,['RG9-8_ref4328']
rudy garcia,PERSON,1,['RG_9_8_101']
the institute of afro,ORG,1,['RG_9_8_69']
russia,GPE,1,['RG_9_8_58']
the institute for afro-american,ORG,1,['RG_9_8_39']
scott,PERSON,1,['RG_9_8_69']
the department of employment's,ORG,1,['RG9-8_ref4329']
title 1 of the elementary and secondary education act,LAW,1,['RG_9_8_204']
scotch,NORP,1,['RG_9_8_207']
title 7,PRODUCT,1,['RG_9_8_55']
school of social work atlanta,ORG,1,['RG_9_8_148']
"schomburg,���in",PERSON,1,['RG_9_8_111']
schomburg plaza,FAC,1,['RG_9_8_43']
title ix,ORG,1,['RG_9_8_26']
title ix and affirmative action,ORG,1,['RG_9_8_89']
schomburg center for research in black culture of the new york public library,ORG,1,['RG_9_8_111']
the international theater festival,EVENT,1,['RG_9_8_58']
title vi,ORG,1,['RG9-8_ref4329']
tokyo,GPE,1,['RG_9_8_42']
the department of parks,ORG,1,['RG9-8_ref4328']
schomberg,PERSON,1,['RG_9_8_111']
the department of parks and recreation,ORG,1,['RG9-8_ref4328']
second world war,EVENT,1,['RG_9_8_89']
title 1,LAW,1,['RG_9_8_204']
times square,FAC,1,['RG_9_8_182']
thought--i'm,PERSON,1,['RG_9_8_82']
the department of agriculture,ORG,1,['RG_9_8_59']
shirley chisholm,PERSON,1,['RG_9_8_209']
the department of commerce,ORG,1,['RG_9_8_111']
thompson,PERSON,1,['RG_9_8_196']
thornburg cowles,PERSON,1,['RG_9_8_55']
sharon bell,PERSON,1,['RG_9_8_121']
shakespeare festival,WORK_OF_ART,1,['RG_9_8_134']
thurgood marshall,PERSON,1,['RG_9_8_204']
serbo-croatian,ORG,1,['RG_9_8_111']
tidewater virginia,GPE,1,['RG_9_8_115']
till we meet again,WORK_OF_ART,1,['RG_9_8_207']
shaft,ORG,1,['RG_9_8_134']
time,WORK_OF_ART,1,['RG_9_8_78']
series,EVENT,1,['RG_9_8_67']
the joint center for political studies,ORG,1,['RG_9_8_204']
the joffrey ballet,ORG,1,['RG_9_8_125']
tom bradley,PERSON,1,['RG_9_8_209']
tom lloyd,PERSON,1,['RG_9_8_42']
sardauna,ORG,1,['RG_9_8_133']
tuskegee institute,ORG,1,['RG_9_8_111']
triple a,PERSON,1,['RG_9_8_40']
s.k. gallery,PERSON,1,['RG_9_8_42']
tschaikowsky,PERSON,1,['RG_9_8_26']
tt,ORG,1,['RG_9_8_43']
tu s��be,PERSON,1,['RG_9_8_97']
turner,PERSON,1,['RG_9_8_115']
the institute of afro- african affairs,ORG,1,['RG_9_8_52']
ruth anne stewart,PERSON,1,['RG9-8_ref4330']
the drawing board,ORG,1,['RG_9_8_43']
twelfth night,WORK_OF_ART,1,['RG_9_8_207']
twelve ninety five,FAC,1,['RG_9_8_43']
the institute of afro american,ORG,1,['RG_9_8_155']
riverbank,NORP,1,['RG9-8_ref4328']
u.s.,GPE,1,['RG_9_8_52']
udc,ORG,1,['RG_9_8_43']
the institute for american affairs,ORG,1,['RG_9_8_52']
triangle,ORG,1,['RG_9_8_192']
treemonisha,GPE,1,['RG_9_8_69']
sar levitan,PERSON,1,['RG_9_8_204']
tom paine,PERSON,1,['RG_9_8_133']
san juan,GPE,1,['RG_9_8_97']
san francisco,GPE,1,['RG_9_8_56']
san antonio,GPE,1,['RG_9_8_155']
sam waymon,PERSON,1,['RG_9_8_134']
the institute of of afro-american affairs,ORG,1,['RG_9_8_78']
the doc cheatham's,ORG,1,['RG_9_8_106']
the dominican republic,GPE,1,['RG_9_8_101']
tom watson,PERSON,1,['RG9-8_ref4330']
traveling man,WORK_OF_ART,1,['RG_9_8_186']
tommy dorsey,PERSON,1,['RG_9_8_207']
salvini,PERSON,1,['RG9-8_ref4330']
tony,PERSON,1,['RG_9_8_69']
topeka kansas board of education,ORG,1,['RG_9_8_67']
saks,ORG,1,['RG_9_8_182']
toussaint louverture,PERSON,1,['RG_9_8_133']
sahel,GPE,1,['RG_9_8_134']
the equal employment act,LAW,1,['RG_9_8_55']
the executive high school internship program,ORG,1,['RG_9_8_196']
the ethical cultural society,ORG,1,['RG_9_8_192']
the freedom fund united foundation's,ORG,1,['RG_9_8_201']
willie laniers,PERSON,1,['RG_9_8_56']
prince hall masons,FAC,1,['RG_9_8_144']
the freedom fund cultural train,ORG,1,['RG_9_8_201']
willie mays,PERSON,1,['RG_9_8_56']
willie ory,PERSON,1,['RG_9_8_56']
prince,GPE,1,['RG_9_8_118']
prestige,ORG,1,['RG_9_8_85']
willis reeds,PERSON,1,['RG_9_8_56']
prince street,FAC,1,['RG_9_8_118']
preservation hall,FAC,1,['RG_9_8_106']
wilt chamberlain,PERSON,1,['RG_9_8_52']
prayer for peace,WORK_OF_ART,1,['RG_9_8_186']
pratt institute,ORG,1,['RG_9_8_70']
praetorians,NORP,1,['RG_9_8_209']
wins,ORG,1,['RG_9_8_201']
winthrop jordan,PERSON,1,['RG_9_8_67']
willie,PERSON,1,['RG_9_8_56']
william t. coleman esquire,PERSON,1,['RG_9_8_55']
wiz,FAC,1,['RG_9_8_201']
wiley branton,PERSON,1,['RG_9_8_55']
white plains,FAC,1,['RG_9_8_39']
puert rico,GPE,1,['RG_9_8_94']
white plains n.y.,LOC,1,['RG_9_8_39']
public works employment act,LAW,1,['RG_9_8_111']
psychiatric institute,ORG,1,['RG9_8_100']
protestants,NORP,1,['RG_9_8_148']
whitney,PERSON,1,['RG_9_8_204']
will chamberlain,PERSON,1,['RG_9_8_52']
princeton university,ORG,1,['RG_9_8_115']
the freedmen bureau,ORG,1,['RG_9_8_111']
the freedom cultural train,ORG,1,['RG_9_8_201']
prospect park,GPE,1,['RG9-8_ref4328']
william shakespeare,PERSON,1,['RG_9_8_207']
william shakespeare's,PERSON,1,['RG_9_8_207']
william sloane,PERSON,1,['RG_9_8_55']
project apex,ORG,1,['RG_9_8_97']
post,ORG,1,['RG_9_8_134']
portugal,GPE,1,['RG_9_8_133']
vis-a-vis,PERSON,1,['RG_9_8_115']
phillip morris,PERSON,1,['RG_9_8_132']
you're-,PERSON,1,['RG_9_8_40']
youngster,PERSON,1,['RG_9_8_89']
picasso or matisse,WORK_OF_ART,1,['RG_9_8_132']
youth aid division 8,ORG,1,['RG_9_8_110']
the freedom fund's cultural train,ORG,1,['RG_9_8_201']
the fund for 1975,ORG,1,['RG_9_8_148']
youth enrichment services,ORG,1,['RG_9_8_110']
the gateway national park,FAC,1,['RG9-8_ref4328']
picturesque,GPE,1,['RG_9_8_134']
the harlem artists guild,LOC,1,['RG_9_8_132']
philharmonic,NORP,1,['RG_9_8_98']
philadelphia international,ORG,1,['RG_9_8_186']
yukiyu,GPE,1,['RG_9_8_97']
yvonne ryder,PERSON,1,['RG_9_8_111']
the george harrington rhythmic dance company,ORG,1,['RG_9_8_201']
zen,PERSON,1,['RG_9_8_114']
picassos,PERSON,1,['RG_9_8_42']
yoruba,GPE,1,['RG_9_8_155']
wlib,ORG,1,['RG_9_8_78']
wnbc tv,ORG,1,['RG_9_8_67']
wnbc cares,ORG,1,['RG_9_8_196']
portland,GPE,1,['RG_9_8_56']
portier,NORP,1,['RG_9_8_111']
porgy and bess' on broadway,WORK_OF_ART,1,['RG_9_8_69']
wnbc public affairs department,ORG,1,['RG_9_8_69']
porgy,PERSON,1,['RG_9_8_69']
police blotter,ORG,1,['RG_9_8_101']
the harlem cultural council center,FAC,1,['RG_9_8_187']
pilgrim,ORG,1,['RG9_8_100']
playhouse,ORG,1,['RG_9_8_187']
world wars,WORK_OF_ART,1,['RG_9_8_148']
writers workshop,PERSON,1,['RG_9_8_187']
pitt street,FAC,1,['RG_9_8_26']
wyatt tee walker,PERSON,1,['RG_9_8_106']
yeh,PERSON,1,['RG_9_8_118']
york college,ORG,1,['RG_9_8_125']
white over black,WORK_OF_ART,1,['RG_9_8_67']
white father,ORG,1,['RG_9_8_199']
when that i was,WORK_OF_ART,1,['RG_9_8_207']
recreation,PERSON,1,['RG9-8_ref4328']
"voices, inc.",ORG,1,['RG_9_8_187']
voorhees university,ORG,1,['RG9-8_ref4330']
republic,NORP,1,['RG_9_8_132']
repertory company,ORG,1,['RG_9_8_106']
renzo zingone,PERSON,1,['RG_9_8_182']
remus,GPE,1,['RG_9_8_121']
red buttons,ORG,1,['RG_9_8_26']
the executive high school training program,ORG,1,['RG_9_8_196']
republicans,NORP,1,['RG_9_8_209']
vox humana,PERSON,1,['RG_9_8_58']
w nbc,ORG,1,['RG_9_8_85']
the far west,LOC,1,['RG_9_8_101']
the federation of black civil service organizations,ORG,1,['RG_9_8_209']
wagnerian,NORP,1,['RG_9_8_69']
walker,PERSON,1,['RG_9_8_125']
the food stamp alert,WORK_OF_ART,1,['RG_9_8_59']
republican,NORP,1,['RG_9_8_209']
rhode island,GPE,1,['RG_9_8_106']
puerto rican city,GPE,1,['RG9-8_ref4328']
richard nixon,PERSON,1,['RG_9_8_209']
visions,WORK_OF_ART,1,['RG_9_8_114']
riis park,GPE,1,['RG9-8_ref4328']
the executive high school internship of america,ORG,1,['RG_9_8_196']
riis beach,GPE,1,['RG9-8_ref4328']
shirley knight,PERSON,1,['RG9-8_ref4324']
richard wright's,PERSON,1,['RG9-8_ref4330']
richard wesley,PERSON,1,['RG_9_8_187']
richard hunt,PERSON,1,['RG_9_8_132']
rhodesia,GPE,1,['RG_9_8_42']
richard hatch,PERSON,1,['RG_9_8_209']
richard burton,PERSON,1,['RG_9_8_134']
the higher education act,LAW,1,['RG_9_8_26']
richard,PERSON,1,['RG_9_8_125']
rich?--but,ORG,1,['RG_9_8_82']
vivian browne,PERSON,1,['RG_9_8_42']
voice of america,ORG,1,['RG_9_8_208']
walt frazier,PERSON,1,['RG_9_8_204']
walter kerr,PERSON,1,['RG_9_8_125']
washington d.c.,GPE,1,['RG_9_8_70']
west khumba,GPE,1,['RG_9_8_187']
west 56th,LOC,1,['RG_9_8_43']
west 57th,LOC,1,['RG_9_8_42']
the harlem opera company,ORG,1,['RG_9_8_69']
west africa,GPE,1,['RG_9_8_186']
the frederick douglass creative arts workshop,ORG,1,['RG_9_8_187']
the frederick douglass fourth of july,WORK_OF_ART,1,['RG_9_8_114']
west germany,GPE,1,['RG_9_8_204']
west side,LOC,1,['RG9_8_100']
the hasty heart,WORK_OF_ART,1,['RG9-8_ref4330']
west virginia,GPE,1,['RG_9_8_121']
queen,PERSON,1,['RG_9_8_69']
puritan,GPE,1,['RG9-8_ref4324']
west virginia state college,ORG,1,['RG_9_8_148']
westchester,LOC,1,['RG_9_8_39']
western european,NORP,1,['RG_9_8_118']
western reserve,ORG,1,['RG_9_8_69']
queens college,ORG,1,['RG_9_8_94']
quest,LOC,1,['RG_9_8_42']
west 56,LOC,1,['RG_9_8_43']
the founding fathers,WORK_OF_ART,1,['RG_9_8_67']
ray marshall,PERSON,1,['RG_9_8_204']
ray barretto's,PERSON,1,['RG_9_8_98']
rastafari,ORG,1,['RG_9_8_58']
randy peyton,PERSON,1,['RG_9_8_208']
the ford-nixon administration,ORG,1,['RG_9_8_59']
randall island,PERSON,1,['RG_9_8_182']
ramsey clark,PERSON,1,['RG_9_8_55']
rampart street,FAC,1,['RG_9_8_106']
wayne embry,PERSON,1,['RG_9_8_56']
peter o'brien,PERSON,1,['RG_9_8_208']
we were there,WORK_OF_ART,1,['RG_9_8_132']
raisin,ORG,1,['RG_9_8_134']
the ford-nixon administration's,ORG,1,['RG_9_8_59']
weldon johnson,PERSON,1,['RG_9_8_97']
welfare council,ORG,1,['RG_9_8_110']
thomas matthew,PERSON,1,['RG_9_8_118']
the national arts coalition,ORG,1,['RG_9_8_192']
the joseph schiltz brewing company,ORG,1,['RG_9_8_106']
the party by--,WORK_OF_ART,1,['RG9-8_ref4330']
the bed-stuy players,WORK_OF_ART,1,['RG_9_8_187']
the association for the study of afro-american life,ORG,1,['RG_9_8_67']
the assistant curator,ORG,1,['RG_9_8_111']
the park and recreation department,ORG,1,['RG9-8_ref4328']
the park department,ORG,1,['RG9-8_ref4328']
the art students league,ORG,1,['RG_9_8_132']
the party,WORK_OF_ART,1,['RG9-8_ref4330']
the apollo theater,ORG,1,['RG_9_8_208']
the parents association,ORG,1,['RG_9_8_207']
the ancestral stream,ORG,1,['RG_9_8_186']
the college board examination,ORG,1,['RG_9_8_94']
the long island historical society,ORG,1,['RG_9_8_70']
the philip morris inc.,ORG,1,['RG_9_8_132']
the planning board,ORG,1,['RG9-8_ref4328']
the police athleti league,ORG,1,['RG_9_8_26']
the american dental association,ORG,1,['RG_9_8_52']
the bed-stuy theatre,ORG,1,['RG_9_8_187']
the p.a.c.e. center,ORG,1,['RG9_8_100']
the president's commission,ORG,1,['RG_9_8_56']
the black community--,EVENT,1,['RG_9_8_204']
the black movement,ORG,1,['RG_9_8_134']
the npc party,ORG,1,['RG_9_8_133']
the black family,WORK_OF_ART,1,['RG_9_8_199']
the black emergency cultural coalition,ORG,1,['RG_9_8_192']
the off-track betting corporation,FAC,1,['RG_9_8_209']
the black dispatch,ORG,1,['RG_9_8_209']
the black congressional caucus,ORG,1,['RG_9_8_209']
the black church,ORG,1,['RG9-8_ref4329']
the bedford stuyvesant restoration corporation,ORG,1,['RG_9_8_42']
the black belt,LOC,1,['RG_9_8_115']
the office of cultural affairs,ORG,1,['RG_9_8_114']
the lord says,WORK_OF_ART,1,['RG_9_8_208']
the old reliable,FAC,1,['RG9-8_ref4324']
the birth of puerto rican literature in the united states,WORK_OF_ART,1,['RG_9_8_97']
the opera orchestra,ORG,1,['RG_9_8_69']
the bedford-stuyvesant restoration corporation,ORG,1,['RG_9_8_70']
the pony express,ORG,1,['RG_9_8_121']
the afro-american singing theatre,ORG,1,['RG_9_8_187']
show business,WORK_OF_ART,1,['RG_9_8_58']
the ron o'neal,PERSON,1,['RG_9_8_187']
the river niger,WORK_OF_ART,1,['RG_9_8_125']
the robert wood johnson foundation,ORG,1,['RG_9_8_52']
the rock bay dancers,ORG,1,['RG_9_8_201']
the community affairs department,ORG,1,['RG_9_8_148']
the rockefeller fellowship,PRODUCT,1,['RG_9_8_42']
the community cooperation,ORG,1,['RG_9_8_59']
the community council,ORG,1,['RG_9_8_59']
the roots rink,ORG,1,['RG_9_8_56']
the college of dentistry,ORG,1,['RG_9_8_52']
terran,NORP,1,['RG9-8_ref4329']
tennessee,GPE,1,['RG_9_8_52']
the sardauna of sokoto,LOC,1,['RG_9_8_133']
the life and times of nigeria's,ORG,1,['RG_9_8_133']
the scarlet letter,WORK_OF_ART,1,['RG_9_8_114']
teddy,PERSON,1,['RG_9_8_207']
the schiller theater,ORG,1,['RG_9_8_58']
texaco,ORG,1,['RG_9_8_69']
thad jones,PERSON,1,['RG_9_8_208']
the president's commission on physical fitness,ORG,1,['RG_9_8_56']
the prison cultural alliance,ORG,1,['RG_9_8_192']
the president's council,ORG,1,['RG_9_8_56']
the afro-american artist,LOC,1,['RG_9_8_132']
the africana research center,ORG,1,['RG_9_8_155']
the president's council on physical fitness,ORG,1,['RG_9_8_56']
the african growth theater,ORG,1,['RG_9_8_125']
the african grove theater,ORG,1,['RG9-8_ref4324']
the african functional theatre,ORG,1,['RG_9_8_201']
the african civilization society,ORG,1,['RG_9_8_70']
thad lewis,PERSON,1,['RG_9_8_208']
the acts of art gallery,ORG,1,['RG_9_8_42']
the public service employment program,ORG,1,['RG9-8_ref4329']
the puerto rican media action and educational council,ORG,1,['RG_9_8_101']
that?well,ORG,1,['RG_9_8_82']
the real me,WORK_OF_ART,1,['RG_9_8_121']
the republican party,ORG,1,['RG_9_8_209']
thanks cecil,WORK_OF_ART,1,['RG_9_8_98']
the black nationalist movement,ORG,1,['RG_9_8_185']
the north water pollution plant,ORG,1,['RG9-8_ref4328']
the no generation gap jazz band,ORG,1,['RG_9_8_208']
the national register of historic places,ORG,1,['RG_9_8_70']
the national organization,ORG,1,['RG_9_8_101']
the national archives,ORG,1,['RG_9_8_111']
the brooklyn house of detention,ORG,1,['RG_9_8_192']
the brooklyn eagle,ORG,1,['RG_9_8_70']
the brooklyn children's museum,ORG,1,['RG_9_8_70']
the brookdale dental center,ORG,1,['RG_9_8_52']
the national register,ORG,1,['RG_9_8_70']
the bronx zoological gardens,FAC,1,['RG9_8_100']
the national opera institute,ORG,1,['RG_9_8_69']
the national trust for historic preservation,ORG,1,['RG_9_8_70']
the national urban coalition,ORG,1,['RG_9_8_204']
the national urban league,ORG,1,['RG_9_8_148']
the native americans,NORP,1,['RG_9_8_70']
the bronx bombers,ORG,1,['RG_9_8_182']
the nbc community affairs department,ORG,1,['RG_9_8_59']
the negro actors guild,ORG,1,['RG_9_8_101']
the bulletin of the council on interracial books for children and the foundation for change,ORG,1,['RG_9_8_121']
the bulletin of the council on interracial books for children foundation for change,ORG,1,['RG_9_8_121']
the lower east side,LOC,1,['RG9-8_ref4329']
the center at 135th street,ORG,1,['RG_9_8_111']
the national boys clubs of america,ORG,1,['RG_9_8_89']
the chicago art institute,ORG,1,['RG_9_8_132']
the national latino media coalition,ORG,1,['RG_9_8_101']
the national archives library of congress,ORG,1,['RG_9_8_67']
the cherry orchard,WORK_OF_ART,1,['RG9-8_ref4324']
the chicano community,ORG,1,['RG_9_8_101']
the channel 2,EVENT,1,['RG9-8_ref4330']
the carnegie library,ORG,1,['RG_9_8_207']
the bureau of health,ORG,1,['RG_9_8_52']
the carnegie foundation,ORG,1,['RG_9_8_111']
the carlyle hotel,FAC,1,['RG_9_8_208']
the campfire girls,ORG,1,['RG_9_8_26']
the business administration,ORG,1,['RG_9_8_39']
the bureau of the budget for harry truman,ORG,1,['RG_9_8_204']
the national medical association,ORG,1,['RG_9_8_56']
the children's defense fund,ORG,1,['RG_9_8_204']
the bronx area,LOC,1,['RG_9_8_201']
the bronx,LOC,1,['RG9-8_ref4329']
the negro division of the new york public library,ORG,1,['RG_9_8_111']
the new york state council,ORG,1,['RG_9_8_69']
the new york marathon,FAC,1,['RG9-8_ref4330']
the new york philharmonic,ORG,1,['RG_9_8_106']
the new york post,ORG,1,['RG_9_8_101']
the masters of business administration,ORG,1,['RG_9_8_39']
the civil rights law,LAW,1,['RG_9_8_144']
the black studies,ORG,1,['RG_9_8_155']
the black school,ORG,1,['RG_9_8_148']
the new york state department of higher education,ORG,1,['RG_9_8_155']
the boys clubs of america national staff,ORG,1,['RG_9_8_26']
the black rhythmical genius of course,ORG,1,['RG_9_8_98']
the new york urban coalition,ORG,1,['RG_9_8_182']
the masonic order,ORG,1,['RG_9_8_144']
the new york/new jersey,ORG,1,['RG_9_8_106']
the new yorker,ORG,1,['RG_9_8_78']
the man,PERSON,1,['RG_9_8_201']
the civil rights revolution,EVENT,1,['RG_9_8_111']
the new york grand lodge,FAC,1,['RG_9_8_144']
the new york foundation,ORG,1,['RG_9_8_70']
the black who takes advantage of situations,WORK_OF_ART,1,['RG_9_8_97']
the new york community trust,ORG,1,['RG_9_8_70']
the negro harlem renaissance,FAC,1,['RG9-8_ref4330']
the negro renaissance,ORG,1,['RG_9_8_132']
the negro speaks of rivers,WORK_OF_ART,1,['RG9-8_ref4330']
the new lafayette theatre,FAC,1,['RG_9_8_187']
the morgan library,ORG,1,['RG_9_8_111']
the new republic���all get advertising,WORK_OF_ART,1,['RG_9_8_78']
the moorland-spingarn research center,ORG,1,['RG_9_8_111']
the boston red sox,ORG,1,['RG_9_8_56']
the metropolitan museum of art,ORG,1,['RG_9_8_70']
the new york city bicentennial corporation,ORG,1,['RG_9_8_67']
the board of trustees,ORG,1,['RG_9_8_132']
the board of estimate hearing,ORG,1,['RG_9_8_70']
the new york city executive high school internship program,FAC,1,['RG_9_8_196']
the board of education's,ORG,1,['RG9-8_ref4329']
the new york city human rights commission,ORG,1,['RG_9_8_69']
tcb,PERSON,1,['RG_9_8_56']
the schomburg apartments,EVENT,1,['RG_9_8_43']
the community development act,LAW,1,['RG_9_8_70']
the w. nbc public affairs department,ORG,1,['RG_9_8_192']
south beach,GPE,1,['RG9-8_ref4328']
